Vds,Vg=1,Vg=1.5,Vg=2,Vg=2.5,Vg=3,Vg=3.5,Vg=4,Vg=4.5,Vg=5,Vg=5.5,Vg=6,Vg=6.5,Vg=7,Vg=7.5,Vg=8
0.0,0.00048480999999999996,0.00043426500000000003,0.000444584,0.00043453299999999997,0.00042913500000000003,0.000401585,0.000382688,0.000347465,0.000316778,0.000277109,0.000214454,0.000115518,-9.05181e-05,-0.00042560499999999996,-0.0010572000000000001
0.1,0.0696281,0.0783929,0.08629490000000001,0.0936607,0.100407,0.106654,0.112549,0.118063,0.12317700000000001,0.12775899999999998,0.132222,0.135864,0.139864,0.142732,0.144533
0.2,0.13571,0.153549,0.169502,0.18437900000000002,0.197954,0.21057399999999998,0.222442,0.233582,0.243909,0.25318999999999997,0.262272,0.269765,0.277984,0.284243,0.288564
0.30000000000000004,0.198914,0.226004,0.250167,0.272669,0.29317,0.31223999999999996,0.33015,0.346984,0.36257599999999995,0.376618,0.39038799999999996,0.401797,0.41426,0.424059,0.430946
0.4,0.25973199999999996,0.296213,0.32881400000000005,0.35906000000000005,0.386602,0.412204,0.43624,0.45883399999999996,0.479766,0.498657,0.517158,0.532575,0.5492509999999999,0.56277,0.5720500000000001
0.5,0.31834,0.364275,0.40543799999999997,0.44358499999999995,0.47828299999999996,0.510498,0.540742,0.569168,0.595513,0.6193019999999999,0.6426189999999999,0.6621039999999999,0.683084,0.7002970000000001,0.712327
0.6000000000000001,0.374988,0.430173,0.480085,0.526282,0.568259,0.607197,0.643729,0.6780459999999999,0.709877,0.738641,0.7668459999999999,0.790492,0.8158259999999999,0.836828,0.851931
0.7000000000000001,0.430111,0.493961,0.552827,0.6072080000000001,0.6565829999999999,0.7023510000000001,0.745247,0.78555,0.822967,0.856773,0.889896,0.9178329999999999,0.947559,0.972357,0.9906820000000001
0.8,0.484361,0.5557160000000001,0.623667,0.6864119999999999,0.74334,0.7960200000000001,0.845394,0.891788,0.934878,0.9737790000000001,1.0133699999999999,1.04563,1.0798999999999999,1.1085699999999998,1.1293099999999998
0.9,0.538251,0.6154240000000001,0.692573,0.763843,0.828443,0.888185,0.9441299999999999,0.996668,1.04693,1.0910900000000001,1.1342800000000002,1.1709699999999998,1.20974,1.24245,1.26627
1.0,0.59208,0.6732819999999999,0.759572,0.839559,0.9119889999999999,0.9789049999999999,1.04301,1.10176,1.1563400000000001,1.2058200000000001,1.2541900000000001,1.2953299999999999,1.33884,1.37547,1.40161
1.1,0.645966,0.729617,0.824706,0.91358,0.9939490000000001,1.06969,1.13905,1.20418,1.2646700000000002,1.3195299999999999,1.3731900000000001,1.4188399999999999,1.4671599999999998,1.50771,1.53761
1.2000000000000002,0.699944,0.7847000000000001,0.887957,0.9858919999999999,1.0759400000000001,1.15755,1.23383,1.3054,1.37191,1.43224,1.49121,1.5415800000000002,1.59464,1.6393600000000002,1.67196
1.3,0.7540239999999999,0.8393320000000001,0.949402,1.0579999999999998,1.1548699999999998,1.2440699999999998,1.32734,1.4054499999999999,1.47805,1.5438699999999999,1.6083200000000002,1.6634,1.72131,1.77046,1.80631
1.4000000000000001,0.8082159999999999,0.893711,1.0106099999999998,1.12687,1.23222,1.3291600000000001,1.4195099999999998,1.50429,1.58317,1.65455,1.7244599999999999,1.7843200000000001,1.84733,1.90092,1.93994
1.5,0.862529,0.948003,1.06868,1.19403,1.30802,1.41278,1.5104300000000002,1.60195,1.68713,1.76424,1.8397299999999999,1.90439,1.9724899999999999,2.03056,2.07332
1.6,0.916984,1.0041099999999998,1.12544,1.25943,1.38222,1.49506,1.60008,1.6984700000000001,1.79002,1.87298,1.9540400000000002,2.0236799999999997,2.09701,2.1596200000000003,2.20595
1.7000000000000002,0.971566,1.05875,1.18128,1.32304,1.45478,1.57577,1.68829,1.79358,1.89174,1.9806400000000002,2.06742,2.14217,2.22057,2.2879799999999997,2.33789
1.8,1.0278399999999999,1.1135400000000002,1.2366199999999998,1.3849699999999998,1.52571,1.655,1.77514,1.88751,1.9922400000000002,2.08727,2.17985,2.2597199999999997,2.34334,2.41536,2.46945
1.9000000000000001,1.08274,1.16843,1.29173,1.44523,1.5949499999999999,1.73274,1.86067,1.98022,2.0915299999999997,2.19285,2.2912700000000004,2.37646,2.46539,2.54194,2.5996499999999996
2.0,1.13774,1.2235200000000002,1.34687,1.50401,1.66252,1.80889,1.94469,2.0715299999999996,2.1897100000000003,2.29726,2.4016599999999997,2.4920099999999996,2.58649,2.6679899999999996,2.72894
2.1,1.19238,1.2782,1.4015900000000001,1.56109,1.72782,1.88285,2.02665,2.1608,2.28588,2.39964,2.5100700000000002,2.60583,2.70571,2.7919,2.85688
2.2,1.2478,1.33354,1.45706,1.61786,1.79217,1.95602,2.10804,2.2498299999999998,2.38179,2.50206,2.61865,2.72005,2.82532,2.91661,2.98561
2.3000000000000003,1.30311,1.38881,1.51242,1.67393,1.8545,2.02721,2.18756,2.33714,2.4761100000000003,2.60301,2.72573,2.83276,2.94345,3.0397499999999997,3.11357
2.4000000000000004,1.35875,1.44443,1.56814,1.73003,1.91551,2.09706,2.26592,2.42327,2.5694899999999996,2.70295,2.83203,2.94473,3.06115,3.1624700000000003,3.24029
2.5,1.41433,1.49987,1.62371,1.78589,1.9748700000000001,2.16501,2.34232,2.50771,2.66108,2.80144,2.93694,3.05538,3.1774400000000003,3.28385,3.36609
2.6,1.4702700000000002,1.55583,1.67965,1.84205,2.03333,2.2314700000000003,2.41749,2.59094,2.7518,2.8988899999999997,3.04095,3.16541,3.2931000000000004,3.4046499999999997,3.4914400000000003
2.7,1.52609,1.6115700000000002,1.73545,1.89805,2.0906700000000003,2.29604,2.49078,2.67242,2.84065,2.9949299999999996,3.1434599999999997,3.274,3.4073200000000003,3.52435,3.6153399999999998
2.8000000000000003,1.58198,1.66745,1.7914400000000001,1.95415,2.14754,2.35901,2.56252,2.7524200000000003,2.92832,3.08962,3.2448,3.38153,3.5204899999999997,3.64322,3.7386199999999996
2.9000000000000004,1.63821,1.7236,1.84763,2.01053,2.2043399999999997,2.42063,2.63274,2.83117,3.0147199999999996,3.1832000000000003,3.34515,3.48797,3.6330899999999997,3.76125,3.86107
3.0,1.69438,1.7797399999999999,1.90375,2.06677,2.26085,2.48057,2.70109,2.90792,3.09947,3.27517,3.44376,3.59291,3.74403,3.87721,3.9818800000000003
3.1,1.75084,1.83604,1.9602,2.1233799999999996,2.3175600000000003,2.5396400000000003,2.7680000000000002,2.98348,3.18309,3.36617,3.54169,3.6972300000000002,3.8544400000000003,3.9928899999999996,4.1017
3.2,1.80722,1.8922999999999999,2.01651,2.17984,2.37413,2.59762,2.83299,3.05707,3.2648099999999998,3.45527,3.6379699999999997,3.79988,3.96325,4.10738,4.22139
3.3000000000000003,1.86389,1.94881,2.07306,2.23657,2.4309000000000003,2.65528,2.8966399999999997,3.12935,3.34522,3.5433399999999997,3.73308,3.9015299999999997,4.07129,4.22079,4.34015
3.4000000000000004,1.92048,2.00519,2.12955,2.29319,2.4876,2.7124200000000003,2.95854,3.19973,3.4240500000000003,3.62965,3.82656,4.00198,4.17793,4.332929999999999,4.45719
3.5,1.97734,2.06194,2.1863099999999998,2.35009,2.54458,2.7697,3.0193,3.26868,3.50149,3.71495,3.91911,4.1011,4.28367,4.44436,4.573370000000001
3.6,2.03402,2.11851,2.2428600000000003,2.40684,2.60144,2.82672,3.07862,3.33569,3.57698,3.7984,4.00997,4.19874,4.387689999999999,4.5545,4.68813
3.7,2.09108,2.17535,2.2997199999999998,2.4638199999999997,2.65847,2.88389,3.13726,3.4013400000000003,3.65116,3.8806000000000003,4.09969,4.29547,4.49078,4.66382,4.80169
3.8000000000000003,2.14794,2.23219,2.35644,2.52075,2.7154599999999998,2.94094,3.19525,3.46516,3.72342,3.9610499999999997,4.18749,4.390490000000001,4.59224,4.77147,4.91339
3.9000000000000004,2.20514,2.28904,2.41346,2.57785,2.77267,2.99821,3.25288,3.52766,3.79429,4.04016,4.2743,4.4845500000000005,4.69292,4.87794,5.02721
4.0,2.2624,2.34606,2.47029,2.63486,2.82972,3.05526,3.31038,3.5885499999999997,3.86328,4.11742,4.35925,4.57672,4.79195,4.98315,5.1374699999999995
4.1000000000000005,2.31972,2.4032,2.5274300000000003,2.69207,2.88706,3.11267,3.3680899999999996,3.64846,3.93088,4.1933300000000004,4.44314,4.66766,4.88971,5.08742,5.247240000000001
4.2,2.3769400000000003,2.4601900000000003,2.58442,2.74917,2.94423,3.1699100000000002,3.42554,3.70746,3.9965599999999997,4.26738,4.52523,4.757339999999999,4.98619,5.190860000000001,5.355849999999999
4.3,2.43417,2.5171099999999997,2.64139,2.80631,3.00141,3.22715,3.48284,3.76584,4.060549999999999,4.33991,4.6058200000000005,4.84547,5.0810200000000005,5.29194,5.46315
4.4,2.4917,2.5745,2.69875,2.86368,3.05887,3.28473,3.54048,3.82411,4.123489999999999,4.41101,4.6850700000000005,4.9323500000000005,5.17474,5.3920699999999995,5.56853
4.5,2.5490999999999997,2.63168,2.7559,2.9209,3.1161499999999998,3.3420300000000003,3.59789,3.88203,4.18478,4.48024,4.76248,5.01733,5.26682,5.49147,5.67387
4.6000000000000005,2.6068200000000004,2.68905,2.8132,2.9783399999999998,3.1736500000000003,3.39962,3.65547,3.93983,4.24505,4.54805,4.83854,5.10109,5.3577900000000005,5.58847,5.7777899999999995
4.7,2.66438,2.7464,2.8703700000000003,3.03564,3.23103,3.45707,3.713,3.9974700000000003,4.30434,4.61399,4.912640000000001,5.183059999999999,5.44708,5.6846,5.88089
4.800000000000001,2.7223,2.80388,2.9279100000000002,3.09323,3.28866,3.51471,3.77073,4.05521,4.36328,4.678800000000001,4.98535,5.26377,5.53538,5.7795499999999995,5.982290000000001
4.9,2.78006,2.86115,2.98525,3.15057,3.3460400000000003,3.57217,3.82826,4.1128,4.421600000000001,4.74174,5.05628,5.34283,5.62144,5.8728,6.0803
5.0,2.8380900000000002,2.9188,3.04285,3.20822,3.40376,3.6299599999999996,3.88598,4.170669999999999,4.47981,4.80354,5.12568,5.42033,5.70653,5.96437,6.17707
5.1000000000000005,2.89536,2.9764,3.10026,3.26565,3.46127,3.68743,3.94353,4.22823,4.537710000000001,4.86395,5.19309,5.49621,5.78965,6.05448,6.272749999999999
5.2,2.95297,3.03428,3.1579,3.32328,3.5190099999999997,3.74518,4.00129,4.28612,4.595680000000001,4.92309,5.25936,5.57062,5.87156,6.144100000000001,6.36835
5.300000000000001,3.01098,3.09207,3.2154100000000003,3.38082,3.57654,3.8027,4.058929999999999,4.34381,4.65339,4.98214,5.32385,5.64293,5.95155,6.23135,6.461620000000001
5.4,3.07014,3.15007,3.2731700000000004,3.4385499999999998,3.63435,3.8606000000000003,4.116779999999999,4.4017800000000005,4.71129,5.041,5.387099999999999,5.71409,6.0306999999999995,6.31723,6.55415
5.5,3.12784,3.20799,3.3308299999999997,3.4961800000000003,3.69197,3.91822,4.174449999999999,4.4594,4.769,5.09912,5.4488,5.78352,6.10781,6.40132,6.64501
5.6000000000000005,3.18658,3.26595,3.3883799999999997,3.5538499999999997,3.74957,3.97592,4.23211,4.517,4.82666,5.1574100000000005,5.50929,5.85089,6.18305,6.48384,6.73388
5.7,3.24464,3.3243,3.44637,3.61179,3.80746,4.0338400000000005,4.29004,4.5748999999999995,4.88455,5.2154,5.56921,5.91707,6.257580000000001,6.565320000000001,6.82276
5.800000000000001,3.30294,3.38258,3.50427,3.66953,3.86512,4.09157,4.34774,4.632630000000001,4.94225,5.27333,5.62832,5.9818500000000006,6.32967,6.6448100000000005,6.91089
5.9,3.36084,3.44108,3.5622700000000003,3.7275899999999997,3.9231,4.14937,4.40564,4.69054,5.00011,5.3312100000000004,5.68732,6.045240000000001,6.40005,6.72297,6.9958599999999995
6.0,3.41841,3.49952,3.6202,3.7854099999999997,3.98088,4.20709,4.4634599999999995,4.74816,5.0577499999999995,5.38877,5.74572,6.10716,6.46845,6.79854,7.07817
6.1000000000000005,3.4771799999999997,3.55777,3.67856,3.8435,4.03891,4.26508,4.52141,4.806150000000001,5.115620000000001,5.446969999999999,5.80384,6.16799,6.53588,6.87106,7.16067
6.2,3.53597,3.61641,3.73684,3.90128,4.096769999999999,4.32281,4.57906,4.86391,5.17328,5.50453,5.86181,6.22766,6.6021600000000005,6.94208,7.252319999999999
6.300000000000001,3.5959299999999996,3.67528,3.79548,3.95942,4.1549000000000005,4.38075,4.63704,4.921799999999999,5.231129999999999,5.56243,5.9198699999999995,6.28695,6.66678,7.01483,7.37242
6.4,3.65562,3.7342,3.8540200000000002,4.0174900000000004,4.21287,4.43862,4.69475,4.97958,5.28888,5.62017,5.977729999999999,6.3453800000000005,6.7299,7.08376,7.45163
6.5,3.7154499999999997,3.79371,3.9124700000000003,4.075699999999999,4.2711,4.49665,4.7528,5.03761,5.3469,5.67748,6.03541,6.403930000000001,6.7914200000000005,7.15263,7.53402
6.6000000000000005,3.7722599999999997,3.85263,3.9708499999999995,4.13409,4.3297099999999995,4.55454,4.8106,5.09549,5.40444,5.73506,6.09291,6.46188,6.85207,7.21829,7.608969999999999
6.7,3.8308600000000004,3.91242,4.029579999999999,4.19397,4.3887,4.612640000000001,4.8686,5.1533999999999995,5.462289999999999,5.79257,6.15082,6.520589999999999,6.911709999999999,7.2839100000000006,7.680140000000001
6.800000000000001,3.88959,3.97162,4.087969999999999,4.25275,4.44693,4.67069,4.92636,5.21117,5.519839999999999,5.85031,6.20852,6.57811,6.9707,7.3489,7.7524500000000005
6.9,3.9499,4.03165,4.1472,4.31067,4.50535,4.72983,4.9844,5.26897,5.57793,5.9083,6.266179999999999,6.63644,7.029439999999999,7.4111899999999995,7.817539999999999
7.0,4.00794,4.092250000000001,4.20613,4.36853,4.563689999999999,4.78781,5.0424500000000005,5.3268200000000006,5.63571,5.96577,6.323869999999999,6.69424,7.08794,7.4720200000000006,7.885390000000001
7.1000000000000005,4.06874,4.15627,4.26562,4.42815,4.6224300000000005,4.84615,5.10043,5.38464,5.69337,6.02338,6.38138,6.75164,7.14609,7.5314700000000006,7.947910000000001
7.2,4.128019999999999,4.2154799999999994,4.325469999999999,4.48737,4.6812499999999995,4.90446,5.15851,5.44262,5.75117,6.081289999999999,6.43885,6.80881,7.20438,7.590999999999999,8.0147
7.300000000000001,4.1896700000000004,4.27678,4.38529,4.54654,4.7392199999999995,4.96282,5.21639,5.50049,5.8089200000000005,6.13872,6.49606,6.8663,7.26211,7.649859999999999,8.079070000000002
7.4,4.24944,4.336880000000001,4.4445,4.60516,4.799119999999999,5.0214300000000005,5.274520000000001,5.55853,5.8668499999999995,6.19633,6.55379,6.92403,7.31986,7.70709,8.14235
7.5,4.31271,4.39398,4.50463,4.66404,4.85684,5.07975,5.33282,5.6164,5.92451,6.25397,6.61127,6.98123,7.37749,7.7653,8.1987
7.6000000000000005,4.37557,4.45438,4.56432,4.72323,4.91595,5.1384300000000005,5.39204,5.674519999999999,5.98248,6.3116200000000005,6.668010000000001,7.03905,7.43496,7.82385,8.25435
7.7,4.43635,4.51486,4.6233,4.78341,4.97553,5.19704,5.45054,5.7326,6.040089999999999,6.3690500000000005,6.72515,7.0965300000000004,7.49241,7.88089,8.3116
7.800000000000001,4.50056,4.57215,4.68267,4.84356,5.03444,5.25596,5.5090900000000005,5.7907399999999996,6.09789,6.42685,6.78273,7.15431,7.55021,7.9386600000000005,8.37951
7.9,4.56071,4.63554,4.74421,4.90318,5.09433,5.31486,5.56746,5.849670000000001,6.15594,6.48432,6.83997,7.21119,7.606940000000001,7.99708,8.43895
8.0,4.627,4.69165,4.80561,4.965,5.1551599999999995,5.37439,5.62622,5.9082300000000005,6.2139500000000005,6.542,6.89697,7.26872,7.6638,8.05424,8.49938
