vd[undefined],MNMOS_1:drain:I(Vg=1)[Amps],MNMOS_1:drain:I(Vg=2)[Amps],MNMOS_1:drain:I(Vg=3)[Amps],MNMOS_1:drain:I(Vg=4)[Amps],MNMOS_1:drain:I(Vg=5)[Amps],MNMOS_1:drain:I(Vg=6)[Amps],MNMOS_1:drain:I(Vg=7)[Amps],MNMOS_1:drain:I(Vg=8)[Amps]
 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000, 0.00000000000e+000
 1.00000000000e-001, 2.66300462453e-005, 5.96800456989e-005, 8.68297472050e-005, 1.09529707944e-004, 1.28791016332e-004, 1.45340003773e-004, 1.59711897335e-004, 1.72309792285e-004
 2.00000000000e-001, 4.91533763829e-005, 1.15479069205e-004, 1.69992552448e-004, 2.15591337313e-004, 2.54296893837e-004, 2.87562465276e-004, 3.16459616344e-004, 3.41795817312e-004
 3.00000000000e-001, 6.76061888808e-005, 1.67427944494e-004, 2.49514995362e-004, 3.18207975403e-004, 3.76537852340e-004, 4.26685226924e-004, 4.70259009793e-004, 5.08472247983e-004
 4.00000000000e-001, 8.20242580269e-005, 2.15557218933e-004, 3.25423399320e-004, 4.17402505037e-004, 4.95533946071e-004, 5.62725995235e-004, 6.21125817606e-004, 6.72353162508e-004
 5.00000000000e-001, 9.24429401239e-005, 2.59897117588e-004, 3.97743834511e-004, 5.13197606826e-004, 6.11305065354e-004, 6.95702342124e-004, 7.69075667867e-004, 8.33452545201e-004
 6.00000000000e-001, 9.88971795767e-005, 3.00477547464e-004, 4.66502120981e-004, 6.05615761397e-004, 7.23870938280e-004, 8.25631706178e-004, 9.14124077813e-004, 9.91784287252e-004
 7.00000000000e-001, 1.01421514873e-004, 3.37328101676e-004, 5.31723831624e-004, 6.94679251591e-004, 8.33251132358e-004, 9.52531393917e-004, 1.05628645481e-003, 1.14736218751e-003
 8.00000000000e-001, 1.01469960128e-004, 3.70478063558e-004, 5.93434295132e-004, 7.80410164635e-004, 9.39465056147e-004, 1.07641858105e-003, 1.19557809733e-003, 1.30019995325e-003
 9.00000000000e-001, 1.01477699226e-004, 3.99956410705e-004, 6.51658598905e-004, 8.62830394283e-004, 1.04253196086e-003, 1.19731031368e-003, 1.33201419592e-003, 1.45031120092e-003
 1.00000000000e+000, 1.01485439180e-004, 4.25791818955e-004, 7.06421591913e-004, 9.41961642929e-004, 1.14247094197e-003, 1.31522350958e-003, 1.46560983412e-003, 1.59770945690e-003
 1.10000000000e+000, 1.01493179992e-004, 4.48012666302e-004, 7.57747887528e-004, 1.01782542370e-003, 1.23930094076e-003, 1.43017495934e-003, 1.59637998943e-003, 1.74240815824e-003
 1.20000000000e+000, 1.01500921661e-004, 4.66647036757e-004, 8.05661866304e-004, 1.09044306249e-003, 1.33304074589e-003, 1.54218132759e-003, 1.72433953425e-003, 1.88442065341e-003
 1.30000000000e+000, 1.01508664187e-004, 4.81722724145e-004, 8.50187678727e-004, 1.15983570004e-003, 1.42370899494e-003, 1.65125915418e-003, 1.84950323677e-003, 2.02376020302e-003
 1.40000000000e+000, 1.01516407570e-004, 4.93267235840e-004, 8.91349247921e-004, 1.22602429390e-003, 1.51132417590e-003, 1.75742485532e-003, 1.97188576190e-003, 2.16043998053e-003
 1.50000000000e+000, 1.01524151811e-004, 5.01307796451e-004, 9.29170272315e-004, 1.28902962041e-003, 1.59590462870e-003, 1.86069472477e-003, 2.09150167217e-003, 2.29447307299e-003
 1.60000000000e+000, 1.01531896909e-004, 5.05871351440e-004, 9.63674228281e-004, 1.34887227669e-003, 1.67746854665e-003, 1.96108493497e-003, 2.20836542861e-003, 2.42587248172e-003
 1.70000000000e+000, 1.01539642866e-004, 5.07048988629e-004, 9.94884372722e-004, 1.40557268254e-003, 1.75603397794e-003, 2.05861153813e-003, 2.32249139166e-003, 2.55465112303e-003
 1.80000000000e+000, 1.01547389680e-004, 5.07110202465e-004, 1.02282374563e-003, 1.45915108233e-003, 1.83161882707e-003, 2.15329046739e-003, 2.43389382201e-003, 2.68082182890e-003
 1.90000000000e+000, 1.01555137352e-004, 5.07171424618e-004, 1.04751517263e-003, 1.50962754694e-003, 1.90424085625e-003, 2.24513753792e-003, 2.54258688148e-003, 2.80439734769e-003
 2.00000000000e+000, 1.01562885883e-004, 5.07232655091e-004, 1.06898126743e-003, 1.55702197553e-003, 1.97391768688e-003, 2.33416844797e-003, 2.64858463388e-003, 2.92539034480e-003
 2.10000000000e+000, 1.01570635271e-004, 5.07293893886e-004, 1.08724443430e-003, 1.60135409745e-003, 2.04066680085e-003, 2.42039877998e-003, 2.75190104585e-003, 3.04381340333e-003
 2.20000000000e+000, 1.01578385519e-004, 5.07355141006e-004, 1.10232687049e-003, 1.64264347400e-003, 2.10450554200e-003, 2.50384400166e-003, 2.85254998770e-003, 3.15967902480e-003
 2.30000000000e+000, 1.01586136625e-004, 5.07416396454e-004, 1.11425056860e-003, 1.68090950024e-003, 2.16545111743e-003, 2.58451946700e-003, 2.95054523425e-003, 3.27299962975e-003
 2.40000000000e+000, 1.01593888589e-004, 5.07477660231e-004, 1.12303731897e-003, 1.71617140672e-003, 2.22352059888e-003, 2.66244041735e-003, 3.04590046561e-003, 3.38378755842e-003
 2.50000000000e+000, 1.01601641413e-004, 5.07538932341e-004, 1.12870871195e-003, 1.74844826127e-003, 2.27873092401e-003, 2.73762198243e-003, 3.13862926805e-003, 3.49205507141e-003
 2.60000000000e+000, 1.01609395096e-004, 5.07600212785e-004, 1.13128614021e-003, 1.77775897067e-003, 2.33109889777e-003, 2.81007918137e-003, 3.22874513476e-003, 3.59781435031e-003
 2.70000000000e+000, 1.01617149638e-004, 5.07661501567e-004, 1.13157830586e-003, 1.80412228238e-003, 2.38064119366e-003, 2.87982692371e-003, 3.31626146665e-003, 3.70107749833e-003
 2.80000000000e+000, 1.01624905039e-004, 5.07722798689e-004, 1.13174779827e-003, 1.82755678619e-003, 2.42737435502e-003, 2.94688001037e-003, 3.40119157318e-003, 3.80185654093e-003
 2.90000000000e+000, 1.01632661300e-004, 5.07784104153e-004, 1.13191731302e-003, 1.84808091590e-003, 2.47131479631e-003, 3.01125313468e-003, 3.48354867308e-003, 3.90016342647e-003
 3.00000000000e+000, 1.01640418420e-004, 5.07845417962e-004, 1.13208685011e-003, 1.86571295092e-003, 2.51247880434e-003, 3.07296088335e-003, 3.56334589515e-003, 3.99601002677e-003
 3.10000000000e+000, 1.01648176400e-004, 5.07906740119e-004, 1.13225640955e-003, 1.88047101792e-003, 2.55088253954e-003, 3.13201773740e-003, 3.64059627903e-003, 4.08940813779e-003
 3.20000000000e+000, 1.01655935240e-004, 5.07968070626e-004, 1.13242599135e-003, 1.89237309240e-003, 2.58654203716e-003, 3.18843807315e-003, 3.71531277596e-003, 4.18036948018e-003
 3.30000000000e+000, 1.01663694940e-004, 5.08029409485e-004, 1.13259559552e-003, 1.90143700025e-003, 2.61947320846e-003, 3.24223616315e-003, 3.78750824947e-003, 4.26890569992e-003
 3.40000000000e+000, 1.01671455500e-004, 5.08090756699e-004, 1.13276522208e-003, 1.90768041933e-003, 2.64969184198e-003, 3.29342617713e-003, 3.85719547623e-003, 4.35502836888e-003
 3.50000000000e+000, 1.01679216921e-004, 5.08152112271e-004, 1.13293487104e-003, 1.91112088100e-003, 2.67721360463e-003, 3.34202218289e-003, 3.92438714666e-003, 4.43874898542e-003
 3.60000000000e+000, 1.01686979202e-004, 5.08213476204e-004, 1.13310454240e-003, 1.91197531540e-003, 2.70205404292e-003, 3.38803814726e-003, 3.98909586575e-003, 4.52007897500e-003
 3.70000000000e+000, 1.01694742343e-004, 5.08274848498e-004, 1.13327423618e-003, 1.91229471448e-003, 2.72422858410e-003, 3.43148793696e-003, 4.05133415374e-003, 4.59902969072e-003
 3.80000000000e+000, 1.01702506345e-004, 5.08336229159e-004, 1.13344395239e-003, 1.91261415264e-003, 2.74375253727e-003, 3.47238531953e-003, 4.11111444681e-003, 4.67561241389e-003
 3.90000000000e+000, 1.01710271209e-004, 5.08397618186e-004, 1.13361369103e-003, 1.91293362991e-003, 2.76064109457e-003, 3.51074396421e-003, 4.16844909784e-003, 4.74983835465e-003
 4.00000000000e+000, 1.01718036933e-004, 5.08459015584e-004, 1.13378345213e-003, 1.91325314632e-003, 2.77490933225e-003, 3.54657744280e-003, 4.22335037705e-003, 4.82171865246e-003
 4.10000000000e+000, 1.01725803518e-004, 5.08520421355e-004, 1.13395323569e-003, 1.91357270190e-003, 2.78657221177e-003, 3.57989923051e-003, 4.27583047273e-003, 4.89126437671e-003
 4.20000000000e+000, 1.01733570965e-004, 5.08581835501e-004, 1.13412304173e-003, 1.91389229667e-003, 2.79564458091e-003, 3.61072270688e-003, 4.32590149189e-003, 4.95848652722e-003
 4.30000000000e+000, 1.01741339273e-004, 5.08643258025e-004, 1.13429287024e-003, 1.91421193066e-003, 2.80214117486e-003, 3.63906115657e-003, 4.37357546098e-003, 5.02339603485e-003
 4.40000000000e+000, 1.01749108442e-004, 5.08704688930e-004, 1.13446272126e-003, 1.91453160390e-003, 2.80607661724e-003, 3.66492777023e-003, 4.41886432651e-003, 5.08600376197e-003
 4.50000000000e+000, 1.01756878473e-004, 5.08766128217e-004, 1.13463259478e-003, 1.91485131642e-003, 2.80749330800e-003, 3.68833564530e-003, 4.46177995574e-003, 5.14632050307e-003
 4.60000000000e+000, 1.01764649367e-004, 5.08827575889e-004, 1.13480249081e-003, 1.91517106824e-003, 2.80798949603e-003, 3.70929778688e-003, 4.50233413734e-003, 5.20435698521e-003
 4.70000000000e+000, 1.01772421122e-004, 5.08889031950e-004, 1.13497240938e-003, 1.91549085939e-003, 2.80848574098e-003, 3.72782710847e-003, 4.54053858202e-003, 5.26012386860e-003
 4.80000000000e+000, 1.01780193739e-004, 5.08950496401e-004, 1.13514235049e-003, 1.91581068991e-003, 2.80898204289e-003, 3.74393643287e-003, 4.57640492319e-003, 5.31363174712e-003
 4.90000000000e+000, 1.01787967219e-004, 5.09011969246e-004, 1.13531231414e-003, 1.91613055982e-003, 2.80947840181e-003, 3.75763849289e-003, 4.60994471761e-003, 5.36489114879e-003
 5.00000000000e+000, 1.01795741561e-004, 5.09073450485e-004, 1.13548230036e-003, 1.91645046914e-003, 2.80997481780e-003, 3.76894593218e-003, 4.64116944596e-003, 5.41391253634e-003
 5.10000000000e+000, 1.01803516765e-004, 5.09134940123e-004, 1.13565230915e-003, 1.91677041790e-003, 2.81047129090e-003, 3.77787130601e-003, 4.67009051354e-003, 5.46070630766e-003
 5.20000000000e+000, 1.01811292833e-004, 5.09196438162e-004, 1.13582234053e-003, 1.91709040614e-003, 2.81096782118e-003, 3.78442708200e-003, 4.69671925085e-003, 5.50528279635e-003
 5.30000000000e+000, 1.01819069763e-004, 5.09257944604e-004, 1.13599239450e-003, 1.91741043388e-003, 2.81146440867e-003, 3.78862564096e-003, 4.72106691419e-003, 5.54765227218e-003
 5.40000000000e+000, 1.01826847556e-004, 5.09319459451e-004, 1.13616247107e-003, 1.91773050115e-003, 2.81196105344e-003, 3.79047927935e-003, 4.74314468630e-003, 5.58782494160e-003
 5.50000000000e+000, 1.01834626212e-004, 5.09380982707e-004, 1.13633257027e-003, 1.91805060797e-003, 2.81245775553e-003, 3.79116744588e-003, 4.76296367695e-003, 5.62581094823e-003
 5.60000000000e+000, 1.01842405731e-004, 5.09442514374e-004, 1.13650269209e-003, 1.91837075437e-003, 2.81295451499e-003, 3.79185568812e-003, 4.78053492349e-003, 5.66162037332e-003
 5.70000000000e+000, 1.01850186114e-004, 5.09504054454e-004, 1.13667283655e-003, 1.91869094038e-003, 2.81345133187e-003, 3.79254400616e-003, 4.79586939152e-003, 5.69526323625e-003
 5.80000000000e+000, 1.01857967361e-004, 5.09565602950e-004, 1.13684300367e-003, 1.91901116604e-003, 2.81394820623e-003, 3.79323240006e-003, 4.80897797540e-003, 5.72674949501e-003
 5.90000000000e+000, 1.01865749471e-004, 5.09627159864e-004, 1.13701319344e-003, 1.91933143136e-003, 2.81444513811e-003, 3.79392086991e-003, 4.81987149887e-003, 5.75608904665e-003
 6.00000000000e+000, 1.01873532445e-004, 5.09688725199e-004, 1.13718340589e-003, 1.91965173637e-003, 2.81494212758e-003, 3.79460941579e-003, 4.82856071559e-003, 5.78329172776e-003
 6.10000000000e+000, 1.01881316283e-004, 5.09750298958e-004, 1.13735364102e-003, 1.91997208111e-003, 2.81543917467e-003, 3.79529803776e-003, 4.83505630975e-003, 5.80836731490e-003
 6.20000000000e+000, 1.01889100985e-004, 5.09811881143e-004, 1.13752389884e-003, 1.92029246559e-003, 2.81593627943e-003, 3.79598673591e-003, 4.83936889658e-003, 5.83132552511e-003
 6.30000000000e+000, 1.01896886551e-004, 5.09873471756e-004, 1.13769417937e-003, 1.92061288985e-003, 2.81643344193e-003, 3.79667551031e-003, 4.84150902294e-003, 5.85217601632e-003
 6.40000000000e+000, 1.01904672981e-004, 5.09935070801e-004, 1.13786448262e-003, 1.92093335392e-003, 2.81693066221e-003, 3.79736436105e-003, 4.84240273444e-003, 5.87092838783e-003
 6.50000000000e+000, 1.01912460277e-004, 5.09996678279e-004, 1.13803480860e-003, 1.92125385782e-003, 2.81742794032e-003, 3.79805328819e-003, 4.84328982194e-003, 5.88759218070e-003
 6.60000000000e+000, 1.01920248436e-004, 5.10058294193e-004, 1.13820515732e-003, 1.92157440158e-003, 2.81792527631e-003, 3.79874229182e-003, 4.84417700529e-003, 5.90217687826e-003
 6.70000000000e+000, 1.01928037461e-004, 5.10119918547e-004, 1.13837552878e-003, 1.92189498523e-003, 2.81842267023e-003, 3.79943137202e-003, 4.84506428459e-003, 5.91469190650e-003
 6.80000000000e+000, 1.01935827351e-004, 5.10181551341e-004, 1.13854592301e-003, 1.92221560880e-003, 2.81892012214e-003, 3.80012052885e-003, 4.84595165995e-003, 5.92514663453e-003
 6.90000000000e+000, 1.01943618105e-004, 5.10243192580e-004, 1.13871634001e-003, 1.92253627230e-003, 2.81941763209e-003, 3.80080976240e-003, 4.84683913146e-003, 5.93355037498e-003
 7.00000000000e+000, 1.01951409725e-004, 5.10304842264e-004, 1.13888677980e-003, 1.92285697578e-003, 2.81991520011e-003, 3.80149907274e-003, 4.84772669925e-003, 5.93991238444e-003
 7.10000000000e+000, 1.01959202211e-004, 5.10366500398e-004, 1.13905724238e-003, 1.92317771926e-003, 2.82041282628e-003, 3.80218845995e-003, 4.84861436339e-003, 5.94424186390e-003
 7.20000000000e+000, 1.01966995561e-004, 5.10428166984e-004, 1.13922772776e-003, 1.92349850277e-003, 2.82091051063e-003, 3.80287792411e-003, 4.84950212401e-003, 5.94654795912e-003
 7.30000000000e+000, 1.01974789778e-004, 5.10489842023e-004, 1.13939823597e-003, 1.92381932633e-003, 2.82140825322e-003, 3.80356746530e-003, 4.85038998119e-003, 5.94764595576e-003
 7.40000000000e+000, 1.01982584860e-004, 5.10551525519e-004, 1.13956876700e-003, 1.92414018997e-003, 2.82190605410e-003, 3.80425708358e-003, 4.85127793505e-003, 5.94873306947e-003
 7.50000000000e+000, 1.01990380808e-004, 5.10613217474e-004, 1.13973932087e-003, 1.92446109373e-003, 2.82240391332e-003, 3.80494677904e-003, 4.85216598568e-003, 5.94982030044e-003
 7.60000000000e+000, 1.01998177623e-004, 5.10674917891e-004, 1.13990989759e-003, 1.92478203762e-003, 2.82290183092e-003, 3.80563655176e-003, 4.85305413319e-003, 5.95090764880e-003
 7.70000000000e+000, 1.02005975303e-004, 5.10736626772e-004, 1.14008049717e-003, 1.92510302167e-003, 2.82339980697e-003, 3.80632640181e-003, 4.85394237769e-003, 5.95199511467e-003
 7.80000000000e+000, 1.02013773850e-004, 5.10798344120e-004, 1.14025111962e-003, 1.92542404592e-003, 2.82389784151e-003, 3.80701632926e-003, 4.85483071926e-003, 5.95308269817e-003
 7.90000000000e+000, 1.02021573264e-004, 5.10860069937e-004, 1.14042176496e-003, 1.92574511039e-003, 2.82439593459e-003, 3.80770633420e-003, 4.85571915802e-003, 5.95417039944e-003
 8.00000000000e+000, 1.02029373544e-004, 5.10921804226e-004, 1.14059243319e-003, 1.92606621510e-003, 2.82489408626e-003, 3.80839641670e-003, 4.85660769407e-003, 5.95525821859e-003
